no,word,meaning,example_sentence,source,known,note,created_at,updated_at
585,disabled,障害のある；障害者用の,The situation became more disabled than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
586,straightforward,単純な；率直な,The situation became more straightforward than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
587,tame,飼いならされた，人に慣れた；退屈な,The situation became more tame than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
588,mandatory,義務的な、強制的な、命令の,The situation became more mandatory than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
589,edible,食用の，食べられる,The situation became more edible than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
590,outstanding,際立った；未払いの；未解決の,The situation became more outstanding than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
591,deadly,致命的な、命にかかわる,She responded deadly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
592,petty,低級の、心の狭い、取るに足らない,The situation became more petty than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
593,definitely,間違いなく、確かに,She responded definitely during the meeting.,英検準1級 でる順パス単 CSV,0,,,
594,roughly,おおよそ、乱暴に,She responded roughly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
595,virtually,ほとんど、実質的に,She responded virtually during the meeting.,英検準1級 でる順パス単 CSV,0,,,
596,apparently,(真偽のほどはともかく)聞いた[見た]ところでは、どうやら,She responded apparently during the meeting.,英検準1級 でる順パス単 CSV,0,,,
597,unfairly,不当に、不公平に,She responded unfairly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
598,briefly,少しの間に、簡潔に,She responded briefly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
599,aside,わきに、別にして、考慮に入れないで,The situation became more aside than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
600,legally,法的に、合法的に,She responded legally during the meeting.,英検準1級 でる順パス単 CSV,0,,,
601,resort,（好ましくない手段に）訴える，頼る（to）,The situation became more resort than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
602,submit,を提出する；（～に）従う（to）,The new policy may submit the whole community.,英検準1級 でる順パス単 CSV,0,,,
603,originate,由来する、生じる、始まる,The situation became more originate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
604,regret,を後悔する、を遺憾に思う,The new policy may regret the whole community.,英検準1級 でる順パス単 CSV,0,,,
605,cooperate,協力する,The situation became more cooperate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
606,revise,を修正する；を改訂する,The new policy may revise the whole community.,英検準1級 でる順パス単 CSV,0,,,
607,restrict,を制限する,The new policy may restrict the whole community.,英検準1級 でる順パス単 CSV,0,,,
608,occupy,（空間・時間）を占める；を占領する,The article explained the meaning of occupy clearly.,英検準1級 でる順パス単 CSV,0,,,
609,fade,薄れる；衰える,The article explained the meaning of fade clearly.,英検準1級 でる順パス単 CSV,0,,,
610,relieve,を和らげる；〔受身形で〕（...して）安心する（to do）；を解放する,The new policy may relieve the whole community.,英検準1級 でる順パス単 CSV,0,,,
611,suppress,を抑える；を抑圧する,The new policy may suppress the whole community.,英検準1級 でる順パス単 CSV,0,,,
612,starve,飢える；（～を）渇望する（for）；を飢えさせる,The new policy may starve the whole community.,英検準1級 でる順パス単 CSV,0,,,
613,scratch,を引っかく；を取り消す，削除する,The new policy may scratch the whole community.,英検準1級 でる順パス単 CSV,0,,,
614,unite,団結する、一体化する,The new policy may unite the whole community.,英検準1級 でる順パス単 CSV,0,,,
615,grip,を握る；をとらえる,The new policy may grip the whole community.,英検準1級 でる順パス単 CSV,0,,,
616,surrender,を放棄する，引き渡す；（～に）屈する（to）,The report mentioned a important surrender in detail.,英検準1級 でる順パス単 CSV,0,,,
617,twist,をねじる，ひねる；を歪曲する,The report mentioned a important twist in detail.,英検準1級 でる順パス単 CSV,0,,,
618,remodel,を改装する、を改造する,The new policy may remodel the whole community.,英検準1級 でる順パス単 CSV,0,,,
619,triple,３倍になる、を３倍にする,The situation became more triple than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
620,drown,溺死する；を水浸しにする,The new policy may drown the whole community.,英検準1級 でる順パス単 CSV,0,,,
621,lean,傾く；寄りかかる；をもたせかける,The article explained the meaning of lean clearly.,英検準1級 でる順パス単 CSV,0,,,
622,soak,を浸す；をずぶぬれにする；浸る,The new policy may soak the whole community.,英検準1級 でる順パス単 CSV,0,,,
623,hover,(鳥・昆虫・ヘリコプターなどが)空中(の一点)に止まる,The report mentioned a important hover in detail.,英検準1級 でる順パス単 CSV,0,,,
624,interrupt,を中断させる；（の）邪魔をする,The new policy may interrupt the whole community.,英検準1級 でる順パス単 CSV,0,,,
625,socialize,(社会的に)交際する,The new policy may socialize the whole community.,英検準1級 でる順パス単 CSV,0,,,
626,termite,シロアリ,The article explained the meaning of termite clearly.,英検準1級 でる順パス単 CSV,0,,,
627,microbe,微生物；細菌,The article explained the meaning of microbe clearly.,英検準1級 でる順パス単 CSV,0,,,
628,beverage,（水以外の）飲み物，飲料,The report mentioned a important beverage in detail.,英検準1級 でる順パス単 CSV,0,,,
629,paperwork,(必要)書類、書類事務,The article explained the meaning of paperwork clearly.,英検準1級 でる順パス単 CSV,0,,,
630,descendant,子孫,The situation became more descendant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
631,sculpture,彫刻（作品）,The report mentioned a important sculpture in detail.,英検準1級 でる順パス単 CSV,0,,,
632,handout,(講演・授業などの)配布物、プリント,The situation became more handout than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
633,replacement,交換、交替、代わりの人[もの],The report mentioned a important replacement in detail.,英検準1級 でる順パス単 CSV,0,,,
634,minister,大臣,The report mentioned a important minister in detail.,英検準1級 でる順パス単 CSV,0,,,
635,stream,小川,The article explained the meaning of stream clearly.,英検準1級 でる順パス単 CSV,0,,,
636,predator,捕食動物；略奪者,The report mentioned a important predator in detail.,英検準1級 でる順パス単 CSV,0,,,
637,observer,監視員、観察者,The report mentioned an important observer in detail.,英検準1級 でる順パス単 CSV,0,,,
638,commission,代理手数料、歩合、委員会,The report mentioned a important commission in detail.,英検準1級 でる順パス単 CSV,0,,,
639,committee,委員会,The article explained the meaning of committee clearly.,英検準1級 でる順パス単 CSV,0,,,
640,junk,がらくた、つまらないもの,The situation became more junk than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
641,departure,出発,The report mentioned a important departure in detail.,英検準1級 でる順パス単 CSV,0,,,
642,description,描写、説明,The report mentioned a important description in detail.,英検準1級 でる順パス単 CSV,0,,,
643,supervisor,監督者；指導教員,The report mentioned a important supervisor in detail.,英検準1級 でる順パス単 CSV,0,,,
644,guidance,指導、案内,The report mentioned a important guidance in detail.,英検準1級 でる順パス単 CSV,0,,,
645,landscape,眺め、風景、景色,The article explained the meaning of landscape clearly.,英検準1級 でる順パス単 CSV,0,,,
646,crew,(船の)乗組員、(飛行機・列車などの)乗務員,The situation became more crew than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
647,drain,（液体）を流出させる；（液体が）流れ出る,The article explained the meaning of drain clearly.,英検準1級 でる順パス単 CSV,0,,,
648,stereotype,固定観念、ステレオタイプ,The article explained the meaning of stereotype clearly.,英検準1級 でる順パス単 CSV,0,,,
649,edition,(刊行物の)版,The report mentioned an important edition in detail.,英検準1級 でる順パス単 CSV,0,,,
650,graphic,図、挿絵,The situation became more graphic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
651,pathway,小道、細道,The article explained the meaning of pathway clearly.,英検準1級 でる順パス単 CSV,0,,,
652,reunion,再会（の集い）；再結合,The article explained the meaning of reunion clearly.,英検準1級 でる順パス単 CSV,0,,,
653,cliff,崖、絶壁,The article explained the meaning of cliff clearly.,英検準1級 でる順パス単 CSV,0,,,
654,coordinator,コーディネーター、取りまとめ役、責任者,The report mentioned a important coordinator in detail.,英検準1級 でる順パス単 CSV,0,,,
655,depth,深さ、深み,The article explained the meaning of depth clearly.,英検準1級 でる順パス単 CSV,0,,,
